pair_id,conversation_hash,source,theme,message_index,user_turn_index,n_user_turns,is_target,fold,score,text_chars
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,34,17,23,False,0,0.155819833278656,339
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,36,18,23,False,0,0.397485077381134,31
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,38,19,23,False,0,0.2701414823532104,342
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,40,20,23,False,0,0.2902261316776275,233
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,42,21,23,False,0,0.6455701589584351,1465
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,44,22,23,True,0,0.5904967784881592,1255
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,0,0,5,False,0,0.628364086151123,140
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,1,1,5,False,0,0.544114351272583,109
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,2,2,5,False,0,0.3910207748413086,66
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,3,3,5,False,0,0.8007827997207642,102
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,4,4,5,True,0,0.8691096305847168,272
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,0,0,29,False,2,0.4015303254127502,66
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,1,1,29,False,2,0.9246976375579834,211
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,2,2,29,False,2,0.8026672601699829,185
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,3,3,29,False,2,0.8038076162338257,289
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,4,4,29,False,2,0.892850399017334,761
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,5,5,29,False,2,0.7526185512542725,205
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,6,6,29,False,2,0.8324064016342163,546
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,7,7,29,False,2,0.8296440243721008,6013
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,8,8,29,False,2,0.7150911092758179,621
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,9,9,29,False,2,0.7403863668441772,1063
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,10,10,29,False,2,0.6981988549232483,141
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,11,11,29,False,2,0.7408623695373535,467
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,12,12,29,False,2,0.6343055963516235,1487
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,13,13,29,False,2,0.6877412796020508,1919
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,14,14,29,False,2,0.1952379792928695,62
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,15,15,29,False,2,0.3838386535644531,43
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,16,16,29,False,2,0.8679405450820923,1091
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,17,17,29,False,2,0.5982717871665955,1271
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,18,18,29,False,2,0.7244613170623779,767
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,19,19,29,False,2,0.8832960724830627,1543
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,20,20,29,False,2,0.7583560943603516,887
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,21,21,29,False,2,0.4291253685951233,355
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,22,22,29,False,2,0.7884714603424072,273
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,23,23,29,False,2,0.7411937117576599,842
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,24,24,29,False,2,0.3323484659194946,32
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,25,25,29,False,2,0.5144816040992737,519
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,26,26,29,False,2,0.8402019143104553,1469
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,27,27,29,False,2,0.6592360138893127,887
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,28,28,29,True,2,0.6253942251205444,1071
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,0,0,19,False,4,0.3573564887046814,45
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,1,1,19,False,4,0.5731569528579712,37
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,2,2,19,False,4,0.2286968529224395,209
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,3,3,19,False,4,0.5810604095458984,114
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,4,4,19,False,4,0.8324394226074219,182
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,5,5,19,False,4,0.8324394226074219,182
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,6,6,19,False,4,0.2201616317033767,297
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,7,7,19,False,4,0.674074113368988,360
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,8,8,19,False,4,0.4962147176265716,52
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,9,9,19,False,4,0.7062758207321167,218
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,10,10,19,False,4,0.6113138794898987,183
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,11,11,19,False,4,0.4222069084644317,207
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,12,12,19,False,4,0.5535128712654114,396
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,13,13,19,False,4,0.5692760348320007,247
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,14,14,19,False,4,0.1957011222839355,109
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,15,15,19,False,4,0.5201116800308228,509
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,16,16,19,False,4,0.1304133981466293,314
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,17,17,19,False,4,0.1872682422399521,80
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,18,18,19,True,4,0.3544343411922455,184
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,0,0,25,False,1,0.3023344874382019,2472
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,2,1,25,False,1,0.3297392427921295,84
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,4,2,25,False,1,0.3435211479663849,7
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,6,3,25,False,1,0.5346131920814514,172
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,8,4,25,False,1,0.4374792277812958,19
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,10,5,25,False,1,0.3129366934299469,42
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,12,6,25,False,1,0.3532478511333465,80
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,14,7,25,False,1,0.6195229291915894,33
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,16,8,25,False,1,0.2759206295013428,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,18,9,25,False,1,0.308317482471466,8
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,20,10,25,False,1,0.4133387506008148,137
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,22,11,25,False,1,0.2759206295013428,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,24,12,25,False,1,0.2759206295013428,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,26,13,25,False,1,0.5444006323814392,518
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,28,14,25,False,1,0.374637097120285,355
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,30,15,25,False,1,0.5004678964614868,24
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,32,16,25,False,1,0.3404048085212707,582
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,34,17,25,False,1,0.5637255907058716,334
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,36,18,25,False,1,0.4406382441520691,844
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,38,19,25,False,1,0.1106005012989044,262
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,40,20,25,False,1,0.3086198568344116,146
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,42,21,25,False,1,0.6272098422050476,394
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,44,22,25,False,1,0.3962054550647735,468
