pair_id,conversation_hash,condition,label,source,theme,language,fold,score,text_chars
05c640960642fa9b6b683339b99bac995f232c8bf13fed68592025949ab9e1e6,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,2,0.7240360379219055,362
05c640960642fa9b6b683339b99bac995f232c8bf13fed68592025949ab9e1e6,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,2,0.7891595363616943,368
05fcbb627d69c7873b3ebf5436bf6e15a247ea98e7a799a00e810d5c4751adda,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,mixed,ENGLISH,2,0.7271699905395508,522
05fcbb627d69c7873b3ebf5436bf6e15a247ea98e7a799a00e810d5c4751adda,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,2,0.5850105881690979,444
06528f327372a0de727f09f9331b0c37666370e7747cfe0256f9904c4fda25a0,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,1,0.8509629964828491,417
06528f327372a0de727f09f9331b0c37666370e7747cfe0256f9904c4fda25a0,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,1,0.1576529592275619,496
07ab1c11d0cb235ca823041f26b48cb2b18168c82fe894e243bda9d64c557238,508709dda994f10d413698316373bb957db3bd265f2480faffe3a167a16785ec,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,3,0.6293198466300964,134
07ab1c11d0cb235ca823041f26b48cb2b18168c82fe894e243bda9d64c557238,508709dda994f10d413698316373bb957db3bd265f2480faffe3a167a16785ec,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,3,0.2676892578601837,144
083d8beb478d976f0f211bca132d0727442161d6ceb4cf596a517ce83d511c94,07375ad777ef47cb0bb7fafad29a854fe81c831e90017a596d2f87cdb9e0b991,delusion,1,sharechat_chatgpt,unclear_or_no_delusional_theme,ENGLISH,1,0.5216572284698486,13026
083d8beb478d976f0f211bca132d0727442161d6ceb4cf596a517ce83d511c94,07375ad777ef47cb0bb7fafad29a854fe81c831e90017a596d2f87cdb9e0b991,grounded_control,0,sharechat_chatgpt,unclear_or_no_delusional_theme,ENGLISH,1,0.396565318107605,13201
0921c019bc3de515ed6ac751efb480ddb0907b1e37a649430c519065e1ec5c92,d1ff9efdca202c9fa772c7d08cdf36a3b7f1931297bb4926f973eebb2e223442,delusion,1,wildchat_full,bizarre,ENGLISH,0,0.5443570017814636,95
0921c019bc3de515ed6ac751efb480ddb0907b1e37a649430c519065e1ec5c92,d1ff9efdca202c9fa772c7d08cdf36a3b7f1931297bb4926f973eebb2e223442,grounded_control,0,wildchat_full,bizarre,ENGLISH,0,0.2801586985588074,144
093890fdbb895654584634514de6143ebc91566748255ad2ba93bc0aeee4948a,9afbc263e99c0b780b46e0e8b6957cf2b02d4ae03eb2c5f69715a9d3e0fe14b5,delusion,1,wildchat_full,grandiose,ENGLISH,2,0.779358983039856,130
093890fdbb895654584634514de6143ebc91566748255ad2ba93bc0aeee4948a,9afbc263e99c0b780b46e0e8b6957cf2b02d4ae03eb2c5f69715a9d3e0fe14b5,grounded_control,0,wildchat_full,grandiose,ENGLISH,2,0.4850090444087982,133
0952be3fe23854e8a8d5da000e3e6af552b15e2be156797997c1564e31838c70,05049e5162d11ae17f03ed2467d086bfbc6cc394994fd3ce8a39635778d2c3ff,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,3,0.8443819880485535,1051
0952be3fe23854e8a8d5da000e3e6af552b15e2be156797997c1564e31838c70,05049e5162d11ae17f03ed2467d086bfbc6cc394994fd3ce8a39635778d2c3ff,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,3,0.3185981214046478,1114
0956a35d9bac6d99aa2b55a8e2a856cd21388670b5ba5e28a41d77da84db648f,baec6092db1a000993006afcc80ecfc75524e4f161491514dee6bedc0d08dd50,delusion,1,sharechat_chatgpt,mixed,ENGLISH,2,0.8238747119903564,1296
0956a35d9bac6d99aa2b55a8e2a856cd21388670b5ba5e28a41d77da84db648f,baec6092db1a000993006afcc80ecfc75524e4f161491514dee6bedc0d08dd50,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,2,0.2579748034477234,1335
0a24e269e56bec514ca4a0c45520e7a68d46305e078d169eea86a785a06fd2a6,25b0869c60ac1cc4fb0dab231b1ceae7458346d90c068090abda3fa6e5f41987,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,4,0.3847235739231109,1334
0a24e269e56bec514ca4a0c45520e7a68d46305e078d169eea86a785a06fd2a6,25b0869c60ac1cc4fb0dab231b1ceae7458346d90c068090abda3fa6e5f41987,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,4,0.3466647267341614,1339
0a4ad4f76e37713e3755de0e147842441021cb9649be055954bdd5de44468db5,2fc74b8f73413ff4f97de65910db1253cc1d3a1fb4920a8a27f381d2c0bd2f3e,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,4,0.6593152284622192,182
0a4ad4f76e37713e3755de0e147842441021cb9649be055954bdd5de44468db5,2fc74b8f73413ff4f97de65910db1253cc1d3a1fb4920a8a27f381d2c0bd2f3e,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,4,0.5359172821044922,193
0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f,b21a2dbfd9b5df164ab086099c32daed1706c6fe97e3764cd9807d72b443bec7,delusion,1,sharechat_chatgpt,religious_or_spiritual,ENGLISH,3,0.7931438088417053,1218
0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f,b21a2dbfd9b5df164ab086099c32daed1706c6fe97e3764cd9807d72b443bec7,grounded_control,0,sharechat_chatgpt,religious_or_spiritual,ENGLISH,3,0.5955132246017456,1333
0ae629a97bfd624dd3cc8cf7fd3c2625fca742f9d3c94e59a990c24358af1ad0,9e722681954ac7f454a90e2a1bcecf55f08d70fd8051c6297d3a6c3361a76b61,delusion,1,wildchat_full,persecutory,ENGLISH,2,0.3859888017177582,337
0ae629a97bfd624dd3cc8cf7fd3c2625fca742f9d3c94e59a990c24358af1ad0,9e722681954ac7f454a90e2a1bcecf55f08d70fd8051c6297d3a6c3361a76b61,grounded_control,0,wildchat_full,persecutory,ENGLISH,2,0.3567835092544555,344
0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0,f115c43b541d513bd54b70e5b1154a00810288ff282c3f1b0a26e29607e4e941,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,1,0.3747780919075012,827
0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0,f115c43b541d513bd54b70e5b1154a00810288ff282c3f1b0a26e29607e4e941,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,1,0.2253920286893844,816
0b53d74ed3dd371deb094da2097c84fe7cb811dd0e9834ba2884675fba7dc095,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,delusion,1,sharechat_chatgpt,mixed,ENGLISH,1,0.7705175280570984,604
0b53d74ed3dd371deb094da2097c84fe7cb811dd0e9834ba2884675fba7dc095,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,1,0.2043280452489853,591
0b582c27cb7b661e8836e55ee450c520875c0ef361760e53a838b3c03dcc1701,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,2,0.7138543128967285,375
0b582c27cb7b661e8836e55ee450c520875c0ef361760e53a838b3c03dcc1701,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,2,0.5233674049377441,448
0c0695062124ce0b19cad60a56227b6197a8c190d126ccfa096287d56e9e8e49,1072e5a3a3040b24c4ebc751858d2a9d5a7b4a1bfec2b401d384291e4e60e5f5,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,2,0.3901622891426086,418
0c0695062124ce0b19cad60a56227b6197a8c190d126ccfa096287d56e9e8e49,1072e5a3a3040b24c4ebc751858d2a9d5a7b4a1bfec2b401d384291e4e60e5f5,grounded_control,0,sharechat_chatgpt,bizarre,ENGLISH,2,0.310040682554245,461
0c32589479c8b0419d79239d1460ef57147b881033f75a74e80564751db6f693,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,4,0.8233881592750549,321
0c32589479c8b0419d79239d1460ef57147b881033f75a74e80564751db6f693,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,grounded_control,0,sharechat_chatgpt,bizarre,ENGLISH,4,0.1152715533971786,305
0da9ddc7409cd6488b50f76228f7abe1a52a6da839fa46b6e8fd11210c76ada2,1db77dbf1c137f80c894b76a2bffe2b8c03f0c2081fde60585720a7fa587f5e9,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,1,0.8407501578330994,1212
0da9ddc7409cd6488b50f76228f7abe1a52a6da839fa46b6e8fd11210c76ada2,1db77dbf1c137f80c894b76a2bffe2b8c03f0c2081fde60585720a7fa587f5e9,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,1,0.7166746258735657,1265
0dbbeff8519ab25746d206a9d65fe50e0064e1e34c8d72c42b8bf9cb698bee9c,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,3,0.8058381080627441,669
0dbbeff8519ab25746d206a9d65fe50e0064e1e34c8d72c42b8bf9cb698bee9c,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,3,0.5392544865608215,611
0f45d93607abe5a3be71ccd090351364ff7c0c6095c1d8d392bfb90b09276f95,fd52ca18f1a5e57811dffd48df9ca30adf071caced05caa9ab40f8f3172224a3,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,2,0.696713924407959,193
0f45d93607abe5a3be71ccd090351364ff7c0c6095c1d8d392bfb90b09276f95,fd52ca18f1a5e57811dffd48df9ca30adf071caced05caa9ab40f8f3172224a3,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,2,0.2312901020050048,219
0f907743e056b630586f7e91f1c6a01665f7ff91e9b1a193c7cd745b37fbc08f,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,2,0.4314945638179779,268
0f907743e056b630586f7e91f1c6a01665f7ff91e9b1a193c7cd745b37fbc08f,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,2,0.3595811724662781,273
0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,349898502f168e220ae674d29302f6f0534bf1f6af10bd7b4c880e47342d2347,delusion,1,sharechat_chatgpt,mixed,ENGLISH,1,0.6867786049842834,676
0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,349898502f168e220ae674d29302f6f0534bf1f6af10bd7b4c880e47342d2347,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,1,0.2219114005565643,695
0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a,e5fa084e6db51116014f44ed5eb50a20d8a3676f8237ee3882ea22d01bffe172,delusion,1,sharechat_chatgpt,mixed,ENGLISH,2,0.8416199088096619,798
0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a,e5fa084e6db51116014f44ed5eb50a20d8a3676f8237ee3882ea22d01bffe172,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,2,0.2563492357730865,817
106460a7cab2daf5cb6f0b466e035e713468cb93789d8268867d31bd5257b551,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,3,0.9149996638298036,282
106460a7cab2daf5cb6f0b466e035e713468cb93789d8268867d31bd5257b551,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,3,0.3934527635574341,306
106b3ce9877b3e92eca105b0c2e52342abd187aa1e78f549656be3b889e69239,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,4,0.6534051299095154,538
106b3ce9877b3e92eca105b0c2e52342abd187aa1e78f549656be3b889e69239,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,4,0.5230200290679932,547
1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,2,0.3615963459014892,579
1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,2,0.2732803523540497,582
10fbc7f4d0001ec7fc06e4f17daff2f6c4696711af1d4f8a2f74c547435027d1,30d66981c4153f6325b7330f6beaa287165b96450eb9c42147c7e9e5c71c4e72,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,0,0.594711184501648,737
10fbc7f4d0001ec7fc06e4f17daff2f6c4696711af1d4f8a2f74c547435027d1,30d66981c4153f6325b7330f6beaa287165b96450eb9c42147c7e9e5c71c4e72,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,0,0.2303149849176406,726
11866644957f49231c4e2a17bf165159c30245fa0f1ad3ef78970fcbc3b3eebf,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,delusion,1,sharechat_chatgpt,mixed,ENGLISH,3,0.6714804768562317,328
11866644957f49231c4e2a17bf165159c30245fa0f1ad3ef78970fcbc3b3eebf,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,3,0.1772516965866089,357
11cb9b78f306ee3767e14b7f39ac189239bb3cb7491d57f4f8f0b0966dcebf12,34f79dec1d354aeac25a436875f104c1324083fa9665975afb08e9c14771e3a6,delusion,1,sharechat_grok,bizarre,ENGLISH,1,0.6708559393882751,298
11cb9b78f306ee3767e14b7f39ac189239bb3cb7491d57f4f8f0b0966dcebf12,34f79dec1d354aeac25a436875f104c1324083fa9665975afb08e9c14771e3a6,grounded_control,0,sharechat_grok,bizarre,ENGLISH,1,0.2903423309326172,246
12232bd55d9c9fb39b01971df1554ef2895f83ab2359347ba2f0d16f375bf40f,cb9eba4f44d8dd3b90a636bb71218faa12b012fcbecafb2811a9443706626aaf,delusion,1,wildchat_full,unclear_or_no_delusional_theme,ENGLISH,3,0.3955634534358978,140
12232bd55d9c9fb39b01971df1554ef2895f83ab2359347ba2f0d16f375bf40f,cb9eba4f44d8dd3b90a636bb71218faa12b012fcbecafb2811a9443706626aaf,grounded_control,0,wildchat_full,unclear_or_no_delusional_theme,ENGLISH,3,0.3532166182994842,140
14621ac13ce3d22c5ffd984c901b062e759d227b540300710da770254562a4a0,e5de3f153f28423e29ec4374b7c3904a6312caeb81e03b996125e750d34a9e4f,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,0,0.7935649156570435,316
14621ac13ce3d22c5ffd984c901b062e759d227b540300710da770254562a4a0,e5de3f153f28423e29ec4374b7c3904a6312caeb81e03b996125e750d34a9e4f,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,0,0.3528496026992798,294
14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff,9733a19f7c62969d7b091b544313e8b5f53b061df9b2cac5a9984e39094ad464,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,3,0.7550525069236755,360
14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff,9733a19f7c62969d7b091b544313e8b5f53b061df9b2cac5a9984e39094ad464,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,3,0.3757911622524261,394
153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,8a541f3381b75a08548e4ca01a8a4afd59d08f815355163349c886ad2fb30e25,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,3,0.8244555592536926,957
153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,8a541f3381b75a08548e4ca01a8a4afd59d08f815355163349c886ad2fb30e25,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,3,0.2525170743465423,1004
1562c7ed04e90b465bc6b2ae5885bb28501e5f3125ef0f065739ac362730f1ca,8f3e221d8598af58af7c3708c049b2e079664b29df7f557ceb655b40c5d0dcff,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,2,0.7903821468353271,211
1562c7ed04e90b465bc6b2ae5885bb28501e5f3125ef0f065739ac362730f1ca,8f3e221d8598af58af7c3708c049b2e079664b29df7f557ceb655b40c5d0dcff,grounded_control,0,sharechat_chatgpt,bizarre,ENGLISH,2,0.3248856663703918,241
15c4503c64ca1e5c7630bb71645249b9cce933b774e80001dce0d7fcf42ad1b0,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,delusion,1,sharechat_chatgpt,thought_broadcasting,ENGLISH,4,0.839789628982544,338
15c4503c64ca1e5c7630bb71645249b9cce933b774e80001dce0d7fcf42ad1b0,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,grounded_control,0,sharechat_chatgpt,thought_broadcasting,ENGLISH,4,0.6068844199180603,358
17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,5dcdb24affab47e4d5103530fbe5572c33ba31e39fc6c57392124b19a1fe3e6e,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,4,0.703141987323761,301
17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,5dcdb24affab47e4d5103530fbe5572c33ba31e39fc6c57392124b19a1fe3e6e,grounded_control,0,sharechat_chatgpt,bizarre,ENGLISH,4,0.2543651163578033,304
17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d,581d67c6d26d1a1837aa56a55e60c738d2d21972a8865a9d96fa41df6a853884,delusion,1,sharechat_chatgpt,mixed,ENGLISH,1,0.7665306329727173,969
17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d,581d67c6d26d1a1837aa56a55e60c738d2d21972a8865a9d96fa41df6a853884,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,1,0.2404417246580124,938
17389a8a53f5024c3cafa48d4a54942096a87e73002e9de1aaec0c6d8e294d92,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,referential,ENGLISH,2,0.4466995298862457,2895
17389a8a53f5024c3cafa48d4a54942096a87e73002e9de1aaec0c6d8e294d92,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,referential,ENGLISH,2,0.4421693682670593,2917
175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,3bf4c496d5d4f9d6e29afaed9bb9e405502e470751c700438e2991263348d582,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,4,0.7269685864448547,204
175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,3bf4c496d5d4f9d6e29afaed9bb9e405502e470751c700438e2991263348d582,grounded_control,0,sharechat_chatgpt,bizarre,ENGLISH,4,0.3218773007392883,247
17c6218b32d6200466efd6e68a83636aeb38ba9d8d4805802b9df0aed4c79bc1,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,2,0.5828951001167297,354
17c6218b32d6200466efd6e68a83636aeb38ba9d8d4805802b9df0aed4c79bc1,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,2,0.6166103482246399,362
181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,delusion,1,sharechat_chatgpt,religious_or_spiritual,ENGLISH,2,0.6139609217643738,5586
181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,grounded_control,0,sharechat_chatgpt,religious_or_spiritual,ENGLISH,2,0.4968329966068268,5822
198f2a32a924564c93d3f853eb0b7e754901352ba04abc672a93ae93df92ab97,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,delusion,1,sharechat_chatgpt,mixed,ENGLISH,3,0.7900472283363342,785
198f2a32a924564c93d3f853eb0b7e754901352ba04abc672a93ae93df92ab97,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,grounded_control,0,sharechat_chatgpt,mixed,ENGLISH,3,0.1292757093906402,957
19ce8789df122dfd2ca7d7c68a105c6ff6eddf523eaac2fa4710a603a5ac141d,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,delusion,1,sharechat_chatgpt,grandiose,ENGLISH,4,0.4710296094417572,598
19ce8789df122dfd2ca7d7c68a105c6ff6eddf523eaac2fa4710a603a5ac141d,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,grounded_control,0,sharechat_chatgpt,grandiose,ENGLISH,4,0.2537949383258819,575
1a39f9f422d29b499c3f94b4c46c444e18a48d4e38af47cacb5bef83cdb2ab27,61a6584172d0c63d6b6fab459c63c309ecc38aeaf4c161c9b964e890af5d8281,delusion,1,wildchat_full,unclear_or_no_delusional_theme,ENGLISH,4,0.3378948867321014,143
1a39f9f422d29b499c3f94b4c46c444e18a48d4e38af47cacb5bef83cdb2ab27,61a6584172d0c63d6b6fab459c63c309ecc38aeaf4c161c9b964e890af5d8281,grounded_control,0,wildchat_full,unclear_or_no_delusional_theme,ENGLISH,4,0.27934330701828,149
1b1f10181e31ed5fd6c34b3871f575663aa149b0d005c362d55cab4f002ec055,d8897174e019ae8a7247458d8a17886b318e16099bbf9c21e941a3a5814aa999,delusion,1,sharechat_gemini,bizarre,ENGLISH,3,0.8058652877807617,150
1b1f10181e31ed5fd6c34b3871f575663aa149b0d005c362d55cab4f002ec055,d8897174e019ae8a7247458d8a17886b318e16099bbf9c21e941a3a5814aa999,grounded_control,0,sharechat_gemini,bizarre,ENGLISH,3,0.5040796995162964,141
1b7839002b818e5c636142952fa0f387bedb86292003c9bbea740d1880837147,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,3,0.765146017074585,843
1b7839002b818e5c636142952fa0f387bedb86292003c9bbea740d1880837147,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,3,0.557792067527771,847
1bf6fa3ccb6be1dcfbd35bbc43cc056464ae651acf3f3e99349a77d42f12ec59,7928d13bd31be57722c55655611c9193d0c939134520fad9267c331c10a5a28a,delusion,1,sharechat_chatgpt,persecutory,ENGLISH,3,0.5946483612060547,183
1bf6fa3ccb6be1dcfbd35bbc43cc056464ae651acf3f3e99349a77d42f12ec59,7928d13bd31be57722c55655611c9193d0c939134520fad9267c331c10a5a28a,grounded_control,0,sharechat_chatgpt,persecutory,ENGLISH,3,0.2458328157663345,269
1c3027d8501a2ddc6cb19685642403994f0a0135ee5f7623df5662751c260f03,3f7453f3d84241e26ea411d8e0fb329a7aca5dc61407ce794e7648f6712139d0,delusion,1,sharechat_chatgpt,somatic,ENGLISH,2,0.8828150033950806,95
1c3027d8501a2ddc6cb19685642403994f0a0135ee5f7623df5662751c260f03,3f7453f3d84241e26ea411d8e0fb329a7aca5dc61407ce794e7648f6712139d0,grounded_control,0,sharechat_chatgpt,somatic,ENGLISH,2,0.5902487635612488,96
1d02a803b93c926aeed0e38d932bf18d937d5ee04996570bb734b673d055af4f,4fe1fd74391eef54157764d18a2d2d0b7e8cdcff859032f95f5c7183f9415ae9,delusion,1,sharechat_chatgpt,bizarre,ENGLISH,2,0.7127289175987244,213
