control_id,conversation_hash,source,exclusion,judge_confidence,score,length_only_score,text_chars
9a53b89deeaf5819a5d7739fb5eaed5a6528e69e75ed80fcd5293b689ad24337:4,ba615c47411072c0f9603e79408eadf136169cf765e810f3dcfacf75e7cb4b94,wildchat_full,fiction_or_story,0.99,0.6119229,0.3179343827341919,97
9f0b329703387cc0b3fc77aba87a8093f12285648a6f40ad7948ed93d69ba98a:2,ba35f0721b6f2c2aae17010c3bf58d9a15548e6f73027bff090ed4d36bd2bc2a,wildchat_full,fiction_or_story,0.95,0.78158313,0.6709933281302461,576
b1b7456ffd265cc5ff80d228d848531d867794c862cf01acefa09a43cb0ddcf5:14,950fa89c983c2798c81e6b53b323761f27ce9d44d246b5f58ec73618b608bb2f,wildchat_full,fiction_or_story,0.99,0.56954336,0.294797171819652,85
c725d535ca380b805837854483b7a886e7464e533d97350c9a64fb615a5a7550:2,eec07481c3b859ba70cfa4274286fe68e6ff92c457a3adca564dade8c386fb27,wildchat_full,fiction_or_story,0.99,0.6795064,0.5102661464568563,256
c951b78aaae65039707ce623c5c889c0076cbc7330f24ae8a0e00d37ecfb13c8:2,ca67be0b457d3ffae38e01642f1bc02bad7b2173db93de7c852165acf6a0a841,wildchat_full,fiction_or_story,0.99,0.87633085,0.5846970882179421,368
cedfce083a5b86c6efb9a1eb4a35a187162c3c56ae1f318b776bcddfaeda2f46:22,16ccfc5d69c4a3462ea59e4b699f7c948c47e95c0e481c1afc55e04180c19e39,wildchat_full,fiction_or_story,0.98,0.8377434,0.4419996517098539,184
d25bde5923c90eba872874d74242daa17fbef9d949f440c924221a304165a0ce:4,27134c8bea860395abd5e4b51a9db20c138aba7eb00aee44b2a3094c24b375d5,wildchat_full,fiction_or_story,0.99,0.3653183,0.3179343827341919,97
d89b5d67a4487ba21cec81bb35ef65686164a0e83fee645bbe175d1ad2565428:0,98424ed2cd8516ab94bc3408e3ca49d2cb5308b5375d41d11b8ce1c66126c40d,wildchat_full,fiction_or_story,0.98,0.7544336,0.413622950582829,160
e054db4538457ff404b3e4cac7178ee6c42540c6f137bb0e57057976375f0a0d:136,bafa2164ef1b5de8f170430af6d0db6becba13f46a7cc2e3f036cfe7902044c2,wildchat_full,fiction_or_story,0.99,0.7218011,0.5884834880557416,375
e679204664ae1c32a2ad596efd8d6a99e41fccfb26618050dab39e04e9abeff3:74,4a22db117dd2bc1925d147e8615bf3f8111b6a4eabfd916638c032ae7ac628e5,wildchat_full,fiction_or_story,0.99,0.8942068,0.3270025891162275,102
efec71e0274523e885ed10f665ca4d8dc3c6d349cb02a91f5477fc5409e7eef6:0,5384082eddfceccdb2a8279af3e4a5cb8294a487468d70b4cea63332f1026a10,wildchat_full,fiction_or_story,0.98,0.86917704,0.3634906541185915,124
f541afa01fc224ec9f6afeac5d55db9a9457be148b029583917a0014f1ab78aa:0,9184dd53a6381ac29dd7897e95dc8ef016283738e6fdd9ee501fbd9b41ecd756,wildchat_full,fiction_or_story,0.98,0.8866626,0.403345141910253,152
101b681dee1cec0b4001bf1da057a76ad10dc220e42de8129d9ef26b185b7bfc:2,962b5b2f123351caf10771a9b4a6563139ae8882df12fab50a00e1f133f36b8e,legacy_existing_wilddelusion,joke_or_absurd,0.98,0.8952715,0.6210063407914975,442
39a3f15326874fd55249f5ed63fc88d430b64fc113818825c87c8eb026a73afc:0,b92aff73090e3eabbf63f57ac4e97c8eb8b0261ba4e9dc3bed8908e8525cad86,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.7945383,0.6427892863601075,495
3acc227af3a7c6441fc49ae40ec2efbc6bc7a451cf29fc162557621bea70ec56:2,3fa92c0ad38372934dbba8ef7dace3ec64d444a112b69b91df1a8f4979cbc0c7,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.8952715,0.6210063407914975,442
4161dd3ad9c7b2d81139bf4b03363b71b69e7f10dbd993632c87caf5a3fd9c5b:4,7692866f7f979125108eb97d8c8c6daca6bcad4a960c44c1e4bfed6703550776,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.62161595,0.4711626400882464,212
54799d605d8fc9ce7ab7a5d1e061042bb6636982f093f39b532e1c1f9f62112e:24,294ee33ee012f4b96c1c7591fa1561a93df113d3282bb173d7078eab71b44f04,legacy_existing_wilddelusion,joke_or_absurd,0.97,0.19774261,0.2694471269806625,73
96d54308227e792733fae8751047bf241727c5f7a0821e6108a48250fcc446ac:0,03a602ea4c772b044424c4967a0c564b5c92d86f0d2a2e58f1d0fe5d57c3caf6,legacy_existing_wilddelusion,joke_or_absurd,0.97,0.36467764,0.604805747097649,407
986ed3fae56434b809ffe6ff1fa1eb78f4403644e0d95137d6044b5f6dc7aeb3:2,66daa29a1f78cc5701d89f69a234d8a7d19d22967d607a140c111e1f31f1fadb,legacy_existing_wilddelusion,joke_or_absurd,0.97,0.8952715,0.6210063407914975,442
c8412e5900d5ab16f968e03a16e42b57a1ff42f5a89ae51cfe5287d86ad20e20:2,6e72ec4c83b58d83e3a2359d00f1f53b56b9e55e44e0b78776707bd95b05af0e,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.62161595,0.4711626400882464,212
e417c8ea1bd671c7e6d01cddfb86e939effac0fb35ab35a57f8ab02984dc8c38:2,81fc9f4a9f30d5f9fb5af5765932c6c6d400d65922984e64586454145b1f4c50,legacy_existing_wilddelusion,joke_or_absurd,0.98,0.8952715,0.6210063407914975,442
e425653cba128eb06377a12dd3fe26a4564a19117c40b73c14c1ecd784e6a23d:14,92fd37f2b9b9e078148c53e56508b40bfa29f949f95e85781db1d9ac2b2bbd09,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.8952715,0.6210063407914975,442
e9f940518409890729048d1804a9f5bc2c5aeb2dfebf11e8e84e1423acec0115:0,fec78645daabb0fb176be1a6138ffc3bdc1fe775e63fae2deeb1f4004f260f06,legacy_existing_wilddelusion,joke_or_absurd,0.95,0.8436988,0.5110747473074138,257
261f10c45578407d35d51d0e39fdfb73b9ef80a21fe3192fca148d7872398c68:12,e1914ce85c86b765689044e109422ede646cc7cc644c805a45a3dbeaa21e541e,lmsys_chat_1m,joke_or_absurd,0.97,0.7724915,0.2210375039048283,53
28d4b4d5108785aea9ee1dc8e76e2e4a660711c18439d74b852dd7bb7722adbe:12,64afeb305d886de63284c4ed84d79796b3bdd3b0c59b6d6c378afffe1c0bbb10,lmsys_chat_1m,joke_or_absurd,0.98,0.33319,0.4294235597461459,173
f6f6e7e2e92d42c72ac585eeed3217db1e2fcf3b357fcc317a24ac22ec390bcb:38,d59845af2eae517617114fcc82657a01e32cf041c557253d6ba871ac87bb2318,lmsys_chat_1m,joke_or_absurd,0.97,0.7792553,0.4797699644759003,221
3882088a29c5a4852dd36d9cae7385001a3db1eda6cc6ceee44cee1ef20b7475:6,0db414aed32600bd5aff430f5d70035890cd0e20ab7f755d7537b6fdb79ada25,sharechat_chatgpt,joke_or_absurd,0.95,0.96314585,0.5563146023938144,320
49497af6eded47035e39801a31f076a2ccf59cb1a1cd7c1debb0116c3d66c960:8,562339c8f7ba8d1c85762ce32c9eef13b7d9dbf9b6e091432579c761c540c50b,sharechat_chatgpt,joke_or_absurd,0.98,0.7466499,0.5471376823462545,306
49497af6eded47035e39801a31f076a2ccf59cb1a1cd7c1debb0116c3d66c960:9,562339c8f7ba8d1c85762ce32c9eef13b7d9dbf9b6e091432579c761c540c50b,sharechat_chatgpt,joke_or_absurd,0.99,0.52985716,0.5921892298768094,382
c77066c89cf36401038624d860ae81bb5fbe3ca357a68c6dd7f77328acd4bba2:35,efaceef396605a38ead54d88b3a01177b24327d772f0341c3b91e317f7ada816,sharechat_chatgpt,joke_or_absurd,0.95,0.59159565,0.2781670538835401,77
e8da406279f687fb1998656fd90ccfac9db98955cff6d51eb38717e9f1948b6e:23,9d1686e16937dadd6e5ed3b3dbded772b006931899966d9d42af6ce0e0110118,sharechat_chatgpt,joke_or_absurd,0.95,0.59597045,0.5389022070110416,294
eee8000629130d64c69990704e933709cc8f851c8a0aa420c33023630d240a13:18,c8ec54c872247c9d8d47002da2fd41b1f5c7ddfe546f7cbf92d4bd9dc3e19691,sharechat_chatgpt,joke_or_absurd,0.99,0.52985716,0.5921892298768094,382
e5f79e0487824caf8e4c0a86b4a21e8a90a3aa3bf765eacce6f2a1c71559455f:4,1c44953aede5fbf2d246cfa1c0abc22fa7f7dc94ea2e30653959d521b57f4ab0,sharechat_grok,joke_or_absurd,0.98,0.5601038,0.4539161316077942,195
05fe41223a5726d49e234a2e0154f0adffa88fc1d5c02ab36b7f3199c609321a:88,f69f136fec53747cbafb1a944305181ef26d5eb24e8b17f8c6eff609ffebcd76,legacy_existing_wilddelusion,roleplay,0.99,0.47821498,0.3980354808118827,148
1aeae207d266cea512ba71c8380380e37f13f76233c789ff4968392c23652ef2:10,188788d9e123ad6746551b2f58e41512a5b1859823a141a7cd6c9781cedd32f5,legacy_existing_wilddelusion,roleplay,0.99,0.17381068,0.3340355567474257,106
20b4db522aa9d183c4946d81d3ddec297e9a9555c1ad218bee403c997c848bb7:8,13142e94388a950975eb7512fb9dfa53d8073c6dd6ed9c329e128b998744f2be,legacy_existing_wilddelusion,roleplay,0.96,0.6042615,0.3856440925319792,139
2a0bebf543053bf7849cbdb021e8215048db9727b4567e0a28bd46682ad25651:4,10b99bcb68f7905a1684fcee2e16d272f5104324e2478dde61f313142b923138,legacy_existing_wilddelusion,roleplay,0.98,0.59429085,0.3322951844282752,105
3aa8ae08fff97a81b6c60b93f12af95641c64df20f22ef7ac7d99c433047dbfa:0,2a982250ab494454dfcb6fec0d59bbb85f77e9010b65974e0c7287f54424560c,legacy_existing_wilddelusion,roleplay,0.97,0.5432143,0.5339303086679306,287
43d6360e1402a2531ee862f87eb489cb87f565bd1f0a54e82e5e2137697bb6f7:2,5273291e507b67639c10f6b74510f91da1606fffa5768fdefbee5c71fffda631,legacy_existing_wilddelusion,roleplay,0.96,0.8208067,0.5484763392191666,308
5c3fa5e123614d67b77b4c21c442e3337cb3c24f3207a3b68a2b263d8abe246c:0,625ac8b9c81af0d2a80bb5c04aa9cc0405fcef7e598107c6e013585f8e181346,legacy_existing_wilddelusion,roleplay,0.99,0.63849545,0.4148769137550035,161
8a4a70ca7a5ab9d68d0cc1908432ec0ffc0c78db580dbfdc50be5f3f93a50e78:16,7ff81b2280790ed1284576832c1e37367637256023dfa22e3bb8a8cc0a919d90,legacy_existing_wilddelusion,roleplay,0.98,0.8406593,0.4539161316077942,195
