input_id,cluster_id,gap_lower,gap_upper
c513d8c6407e261cb5f7d2a3,wildchat_full:9ae49fc5ce5ed73560319cab7bfe7b1a,0.0,0.0
c7b89b5c536d13085753bae8,sharechat_chatgpt:https://chatgpt.com/share/67a9d106-26a4-800f-aeb6-3911a36b657a,-1.0,0.0
c8cf1f8842e2943a3ccb72a7,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,0.0,0.0
cba5ba673cc13a970ab40b48,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,1.0,1.0
cc0048ea9655317677460193,sharechat_chatgpt:https://chatgpt.com/share/672607d6-af60-8005-89d9-27956fc3cc61,0.0,0.0
ceb9768daa6351e3e98747bf,sharechat_chatgpt:https://chatgpt.com/share/6774330c-0a50-800c-b7c9-4c1e83f18fcb,0.0,0.0
d011af8be2ee1e2770d89e48,sharechat_chatgpt:https://chatgpt.com/share/66e818f9-5194-8012-84ff-8be4f9868293,0.0,0.0
d659c6c4eaf235c8f0bfe36a,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,1.0,1.0
da47add6fe56334f4643a1bd,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,0.0,0.0
ddfde61f49037ebfbb7cc4cf,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,0.0,0.0
de8f61e04f45b0d97d73136e,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,0.0,1.0
e3e6e05bdd58ea13cbfef236,sharechat_chatgpt:https://chatgpt.com/share/6785c1b8-76d4-800b-95a9-da4f5e70ed6b,0.0,0.0
e45dd4ca98bbe777067158e3,sharechat_grok:https://grok.com/share/bGVnYWN5_2a81848e-c9c8-4557-98f0-f203909d9eb5,0.0,0.0
e4f8311ec3eea54428a1a9c0,sharechat_grok:82bc14304f88308b7e2c4f994e1aca31,0.0,0.0
e55d2b0fcceed1f9f8fb0578,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,0.0,0.0
f29832fe7adcd21c7bf24151,sharechat_chatgpt:https://chatgpt.com/share/6739eaf5-9b30-8005-8fa6-0f95e86aca42,0.0,0.0
f348c20eccb2764be6e9ec78,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,0.0,0.0
f4a546a1c7fed0239c9a3e45,sharechat_chatgpt:https://chatgpt.com/share/67cc9539-bc98-8008-b38a-c014104e5b45,0.0,0.0
f6f1f9294b13004148f72614,sharechat_chatgpt:b9badef2f98f680ed8bf503ab88556d2,0.0,0.0
fb532e607f92150cdb78df2c,wildchat_full:63488d31ff4c2c55dd3b10347882e117,1.0,1.0
fcda8b56440153f3ac19d800,sharechat_chatgpt:https://chatgpt.com/share/1d0cf78f-70d3-4d21-a4d3-21a48902c4e6,0.0,0.0
